ID,Infos,Type,Nom,"Prénom et Nom",Adresse,"Code postal",Ville,Pays,Longitude,Latitude,Ambassadeur
ID,Infos,Type,Nom,"PrÃ©nom et Nom",Adresse,"Code postal",Ville,Pays,Longitude,Latitude,
15717,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 RUE DU DOCTEUR TEMPORAL",01000,BOURG-EN-BRESSE,FRANCE,5.230159,46.210944,
13990,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"35 RUE MARECHAL FOCH",01000,"BOURG EN BRESSE",FRANCE,5.228418,46.205504,OK
15713,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"11 BOULEVARD IRENE JOLIOT-CURIE",01000,BOURG-EN-BRESSE,FRANCE,5.232972,46.209599,
3903,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"12 COURS DE VERDUN",01000,"BOURG EN BRESSE",FRANCE,5.225706,46.2062,OK
15712,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"44 AVENUE DU MAIL",01000,BOURG-EN-BRESSE,FRANCE,5.213252,46.202282,
15710,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"19 AVENUE DE LYON",01000,BOURG-EN-BRESSE,FRANCE,5.214144,46.193995,
9309,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"2 RUE ROBERT SCHUMAN",01000,BOURG-EN-BRESSE,FRANCE,5.230843,46.212678,OK
10432,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"12 AVENUE ALSACE LORRAINE",01000,"BOURG EN BRESSE",FRANCE,5.22273,46.203332,
2375,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"8 RUE NOTRE DAME",01000,"BOURG EN BRESSE",FRANCE,5.225961,46.205227,OK
15718,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"46 AVENUE DE LYON",01000,BOURG-EN-BRESSE,FRANCE,5.21322,46.193073,
4346,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"35 RUE MONTESQUIEU",01000,"BOURG EN BRESSE",FRANCE,5.229433,46.187713,
13507,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"1250 AVENUE DE TREVOUX",01000,"SAINT DENIS LÈS BOURG",FRANCE,5.191144,46.200038,OK
5215,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"9 BOULEVARD IRENE JOLIOT CURIE",01000,"BOURG EN BRESSE",FRANCE,5.23289,46.209619,
15715,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 PLACE GEORGES CLEMENCEAU",01000,BOURG-EN-BRESSE,FRANCE,5.226613,46.20577,
14006,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"168 BOULEVARD DE BROU",01000,"BOURG EN BRESSE",FRANCE,5.235231,46.197665,OK
15709,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"96 BOULEVARD DE BROU",01000,BOURG-EN-BRESSE,FRANCE,5.232341,46.201178,
11569,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"55 AVENUE JEAN JAURES",01000,"BOURG EN BRESSE",FRANCE,5.217015,46.197802,OK
15716,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"4 RUE PAUL PIODA",01000,BOURG-EN-BRESSE,FRANCE,5.225898,46.206676,
15711,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"4 AVENUE PIERRE SEMARD",01000,BOURG-EN-BRESSE,FRANCE,5.214965,46.20163,
13154,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"27 RUE CHARLES ROBIN",01000,"BOURG EN BRESSE",FRANCE,5.230962,46.205812,
12733,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"9 AVENUE MAGINOT",01000,"BOURG EN BRESSE",FRANCE,5.227466,46.207907,
359,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"5 PLACE EDGAR QUINET",01000,"BOURG EN BRESSE",FRANCE,5.226768,46.203565,
15720,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"508 GRANDE RUE",01090,FRANCHELEINS,FRANCE,4.808607,46.07462,
8779,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"LE VILLAGE",01090,GENOUILLEUX,FRANCE,4.788886,46.118681,
12993,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"1 PLACE DE LA LIBERTE",01090,"MONTMERLE SUR SAÔNE",FRANCE,4.758651,46.080143,OK
15719,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 LOTISSEMENT LE CLOS DE LAVOIR II",01090,GENOUILLEUX,FRANCE,4.79195,46.1214,
7038,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"8 RUE DE MACON",01090,"MONTMERLE SUR SAÔNE",FRANCE,4.757539,46.081043,OK
15721,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"74 RUE JULES MICHELET",01100,OYONNAX,FRANCE,5.645686,46.262733,
15724,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"34 RUE CASTELLION",01100,OYONNAX,FRANCE,5.649075,46.250782,
13325,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"7 PLACE EMILE ZOLA",01100,OYONNAX,FRANCE,5.657389,46.257972,
15725,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"80 RUE ALPHONSE DAUDET",01100,OYONNAX,FRANCE,5.628483,46.271961,
1105,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"48 RUE ANATOLE FRANCE",01100,OYONNAX,FRANCE,5.658814,46.260954,OK
6974,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"24 RUE NORMANDIE NIEMEN",01100,OYONNAX,FRANCE,5.645696,46.257283,OK
3566,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"3 PLACE ARCADES",01100,BELLIGNAT,FRANCE,5.634511,46.251155,
15729,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"13 PLACE DE L’HOTEL DE VILLE",01100,BELLIGNAT,FRANCE,5.628899,46.242328,
11321,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"38 RUE JULES MICHELET",01100,OYONNAX,FRANCE,5.653775,46.260122,OK
15722,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"74 RUE ANATOLE FRANCE",01100,OYONNAX,FRANCE,5.657586,46.259777,
8945,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"96 RUE ANATOLE FRANCE",01100,OYONNAX,FRANCE,5.657253,46.259083,
15723,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"29 RUE VOLTAIRE",01100,OYONNAX,FRANCE,5.656026,46.256056,
1627,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"46 RUE RENE NICOD",01100,OYONNAX,FRANCE,5.651524,46.263896,OK
15727,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"PLACE DES ARCADES",01100,BELLIGNAT,FRANCE,5.634512,46.251064,
15726,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 RUE DU STADE",01100,ARBENT,FRANCE,5.675205,46.27405,
15728,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"69 RUE DU GENERAL ANDREA",01100,ARBENT,FRANCE,5.679831,46.294343,
4266,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"116 RUE NATIONALE",01110,"PLATEAU D HAUTEVILLE",FRANCE,5.603737,45.983653,
15730,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"45 RUE LA RUE",01110,BRÉNOD,FRANCE,5.606232,46.061419,
13474,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"11 RUE JEAN MIGUET",01110,HAUTEVILLE-LOMPNES,FRANCE,5.600099,45.976964,
3568,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"274 RUE DE LA REPUBLIQUE",01110,"PLATEAU D HAUTEVILLE",FRANCE,5.601724,45.97764,OK
15731,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"251 RUE DE LA MAIRIE",01120,THIL,FRANCE,5.021936,45.813627,
15732,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"42 PLACE ARISTIDE BRIAND",01120,NIÉVROZ,FRANCE,5.063961,45.826267,
8798,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1084 ROUTE DE GENEVE",01120,DAGNEUX,FRANCE,5.075977,45.850818,
12489,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1372 ROUTE NATIONALE",01120,"LA BOISSE",FRANCE,5.030377,45.843565,
7822,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"12 PLACE CARNOT",01120,MONTLUEL,FRANCE,5.057016,45.852039,OK
15733,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"8 RUE DU PLU (LALLEYRIAT)",01130,"LE POIZAT-LALLEYRIAT",FRANCE,5.71166,46.1479,
5882,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"53 RUE DOCTEUR MERCIER",01130,NANTUA,FRANCE,5.605017,46.153548,OK
2660,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"76 RUE DOCTEUR MERCIER",01130,NANTUA,FRANCE,5.606957,46.151989,
15734,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 PLACE DES VIGNETTES",01130,"LES NEYROLLES",FRANCE,5.633147,46.142394,
5119,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"24 RUE DU COLLEGE",01130,NANTUA,FRANCE,5.606618,46.153238,
15735,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"694 CHEMIN DE MONTGOIN",01140,GARNERANS,FRANCE,4.82884,46.2123,
1545,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"17 RUE GRANDE RUE",01140,THOISSEY,FRANCE,4.802377,46.172401,OK
4007,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"39 PLACE DE LA MAIRIE",01150,"CHAZEY SUR AIN",FRANCE,5.254893,45.893138,
3115,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"29 PLACE DE LA LIBERTE",01150,LAGNIEU,FRANCE,5.348466,45.902651,
15737,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"255 IMPASSE DES VERCHÈRES",01150,BLYES,FRANCE,5.252715,45.849168,
15739,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"10 RUE DE L’EGLISE",01150,VAUX-EN-BUGEY,FRANCE,5.354371,45.928844,
12408,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"27 PLACE DE LA LIBERTE",01150,LAGNIEU,FRANCE,5.348127,45.902599,
3228,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"24 RUE PASTEUR",01150,LAGNIEU,FRANCE,5.348526,45.902588,
15738,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"48 RUE GAMBETTA",01150,LAGNIEU,FRANCE,5.346811,45.902593,
15736,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"48 GRANDE RUE",01150,SAULT-BRÉNAZ,FRANCE,5.406297,45.856629,
15741,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"561 RUE PIERRE GOUJON",01160,NEUVILLE-SUR-AIN,FRANCE,5.376002,46.07912,
9096,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"156  GRANDE RUE DE LA COTIERE",01160,PRIAY,FRANCE,5.289485,46.00329,
1553,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"583 RUE PIERRE GOUJON",01160,NEUVILLE-SUR-AIN,FRANCE,5.376282,46.079143,
15740,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"4 RUE BERNARD GANGLOFF",01160,PONT-D'AIN,FRANCE,5.336165,46.049138,
10555,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"480 RUE DE LA MAIRIE",01170,CESSY,FRANCE,6.068787,46.316094,OK
15742,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"75 RUE DES VERTES CAMPAGNES",01170,GEX,FRANCE,6.05265,46.326596,
1633,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"48 RUE DE GENEVE",01170,GEX,FRANCE,6.057607,46.331485,
15743,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"280 ROUTE DE MACON",01190,REYSSOUZE,FRANCE,4.936271,46.426473,
13725,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"83 RUE MARECHAL DE LATTRE DE TASSIGNY",01190,"PONT DE VAUX",FRANCE,4.938437,46.429879,
15745,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"12 RUE ANDRE",01190,PONT-DE-VAUX,FRANCE,4.938746,46.433752,
15746,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"5 RUE MAL DE LATTRE DE TASSIGNY",01190,PONT-DE-VAUX,FRANCE,4.937704,46.432825,
15744,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"706 GRANDE ROUTE",01190,OZAN,FRANCE,4.915057,46.390148,
15747,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"10 RUE DE LA POSTE - CHATILLON-EN",01200,VALSERHÔNE,FRANCE,5.798162,46.143471,
11021,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"2 RUE JOSEPH MARION",01200,VALSERHÔNE,FRANCE,5.830311,46.108239,OK
15748,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"3 RUE IRÈNE ET FRÉDÉRIC JOLIOT CURIE (BELLEGARDE-SUR-VALSERINE)",01200,VALSERHÔNE,FRANCE,5.814012,46.119546,
15749,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"6 RUE JOSEPH BERTOLA",01200,VALSERHÔNE,FRANCE,5.825673,46.107915,
6781,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"RUE JOLIOT CURIE",01200,"BELLEGARDE SUE VALSERINE",FRANCE,5.812496,46.118351,OK
6606,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"84 RUE DE LA REPUBLIQUE",01200,VALSERHÔNE,FRANCE,5.822196,46.106233,OK
5485,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"ROUTE DE MEYRIN",01210,"FERNEY VOLTAIRE",FRANCE,6.115999,46.252386,
15750,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"65 RUE DES BOIS",01210,ORNEX,FRANCE,6.086722,46.284358,
11391,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"65 RUE DE VERSOIX",01210,"FERNEY VOLTAIRE",FRANCE,6.116508,46.259161,OK
15751,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1X PLACE DE LA FORGE",01210,VERSONNEX,FRANCE,6.09633,46.301254,
2710,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"33 AVENUE VOLTAIRE",01210,FERNEY-VOLTAIRE,FRANCE,6.110517,46.258046,
10126,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"70 AVENUE DE GENEVE",01220,"DIVONNE LES BAINS",FRANCE,6.138653,46.354896,OK
18,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"185 AVENUE DE GENEVE",01220,DIVONNE-LES-BAINS,FRANCE,6.139546,46.353914,
3796,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"19 PLACE DE L EGLISE",01220,DIVONNE-LES-BAINS,FRANCE,6.142725,46.357159,
15752,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 PLACE DU PONT",01230,TENAY,FRANCE,5.509333,45.919078,
8202,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"78 RUE DU DOCTEUR TEMPORAL",01230,"SAINT RAMBERT EN BUGEY",FRANCE,5.440446,45.94889,
15753,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 RUE DE LA DOMBES",01240,SAINT-PAUL-DE-VARAX,FRANCE,5.12851,46.098782,
15754,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"358 GRANDE RUE",01240,MARLIEUX,FRANCE,5.069531,46.064612,
15759,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"5 ROUTE DE CIZE",01250,HAUTECOURT-ROMANÈCHE,FRANCE,5.416907,46.159594,
15755,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 ROUTE DE ROSY",01250,"NIVIGNE ET SURAN",FRANCE,5.426257,46.266107,
15758,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"274 RUE LOUIS FRANCOIS JAMBON",01250,TOSSIAT,FRANCE,5.316661,46.141084,
15756,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"4 PLACE DE-LA GARE",01250,VILLEREVERSURE,FRANCE,5.399016,46.194369,
5345,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"258 RUE CHARLES ROBIN",01250,JASSERON,FRANCE,5.325583,46.212123,
9695,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"308 RUE LOUIS FRANCOIS JAMBON",01250,TOSSIAT,FRANCE,5.316705,46.141385,
15757,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"600 CHEMIN DES GRANDES TEPPES",01250,SAINT-JUST,FRANCE,5.2876,46.196,
12954,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"18 RUE JEROME LALANDE",01250,CEYZÉRIAT,FRANCE,5.322483,46.178818,
13873,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"234  GRANDE RUE PLACE BRILLAT SAVARIN",01260,"CHAMPAGNE EN VALROMEY",FRANCE,5.677953,45.904665,
15760,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"234 GRANDE RUE",01260,CHAMPAGNE-EN-VALROMEY,FRANCE,5.67885,45.904804,
15761,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"88 CHEMIN DE L'EGLISE",01280,PRÉVESSIN-MOËNS,FRANCE,6.08001,46.253736,
15762,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"63 GRANDE RUE",01290,PONT-DE-VEYLE,FRANCE,4.887767,46.261342,
11511,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"3 PLACE DE LA VICTOIRE",01300,BELLEY,FRANCE,5.686848,45.761242,
10384,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 PLACE DE LA LIBERTE",01300,VIRIGNIN,FRANCE,5.711567,45.717263,
15764,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"911 RUE DE LA CASCADE",01300,BRÉGNIER-CORDON,FRANCE,5.613106,45.664938,
11120,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"16 RUE DE LA REPUBLIQUE",01300,BELLEY,FRANCE,5.686186,45.759354,OK
13826,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"73  GRANDE RUE",01300,BELLEY,FRANCE,5.689795,45.758894,OK
15765,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1089 ROUTE DE LHUIS",01300,GROSLÉE-SAINT-BENOIT,FRANCE,5.570284,45.725578,
15763,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 PLACE DES TERREAUX",01300,BELLEY,FRANCE,5.686593,45.760184,
15766,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"437 ROUTE DU LOGIS NEUF",01310,CONFRANÇON,FRANCE,5.055787,46.256161,
10902,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"14 ROUTE DE MACON",01310,POLLIAT,FRANCE,5.126289,46.249356,
15767,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"19 RUE DE LA MAIRIE",01310,MONTCET,FRANCE,5.111733,46.212412,
15768,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"112 ROUTE DE TREVOUX",01310,BUELLAS,FRANCE,5.159298,46.19676,
15769,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"720 ROUTE DE GÉVRIEUX",01320,CHÂTILLON-LA-PALUD,FRANCE,5.252269,45.968975,
1358,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"69 PLACE DU MARCHE",01320,CHALAMONT,FRANCE,5.171007,45.99697,
2603,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"763 AVENUE CHARLES DE GAULLE",01330,"VILLARS LES DOMBES",FRANCE,5.029839,45.999881,
15770,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"118 RUE GOMBETTE",01330,AMBÉRIEUX-EN-DOMBES,FRANCE,4.903166,45.997458,
15772,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"33 LA RUELLE",01330,AMBÉRIEUX-EN-DOMBES,FRANCE,4.903299,45.99782,
15771,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"747 AVENUE CHARLES DE GAULLE",01330,VILLARS-LES-DOMBES,FRANCE,5.029926,46.000023,
8250,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"33 RUE DE LA RUELLE",01330,"AMBERIEUX EN DOMBES",FRANCE,4.903302,45.99782,
6869,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"500 GR GRANDE RUE",01340,ATTIGNAT,FRANCE,5.15924,46.287677,
4386,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"GR GRANDE RUE",01340,"MONTREVEL EN BRESSE",FRANCE,5.159102,46.287905,OK
15776,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"382 ROUTE DE BOURG",01340,JAYAT,FRANCE,5.121513,46.365889,
15773,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"11 GRANDE RUE",01340,MONTREVEL-EN-BRESSE,FRANCE,5.128712,46.336751,
15775,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"134 PLACE DU CAROUGE",01340,FOISSIAT,FRANCE,5.176369,46.370133,
15774,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"78 ROUTE DE LA LÉCHÈRE",01340,MARSONNAS,FRANCE,5.070693,46.34061,
2666,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"PLACE DE LA MAIRIE",01350,CULOZ,FRANCE,5.734218,45.809002,OK
15778,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"434 ROUTE D’ARDOSSET",01350,CEYZÉRIEU,FRANCE,5.72074,45.8361,
15777,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"RUE DE LA MAIRIE",01350,CULOZ,FRANCE,5.781496,45.84759,
15780,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"50 CHEMIN DE LA LÉCHÈRE",01360,BRESSOLLES,FRANCE,5.09856,45.8718,
15781,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"329 RUE DU BUGEY",01360,LOYETTES,FRANCE,5.207172,45.775259,
15779,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"329 RUE DU BUGEY",01360,LOYETTES,FRANCE,5.207163,45.775293,
13765,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"2 ROUTE DE LYON",01360,BÉLIGNEUX,FRANCE,5.12336,45.849698,OK
15783,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"371B RUE CENTRALE",01370,SAINT-ÉTIENNE-DU-BOIS,FRANCE,5.293626,46.287511,
15782,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1 PLACE DU CHAMP DE FOIRE",01370,VAL-REVERMONT,FRANCE,5.368922,46.271187,
15784,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"6 RUE DU MOLLARD",01370,MEILLONNAS,FRANCE,5.349743,46.244047,
15788,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"33 RUE DU CENTRE",01380,SAINT-CYR-SUR-MENTHON,FRANCE,4.973095,46.274687,
5877,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"60 PLACE PUTHOD",01380,"BÂGÉ LE CHÂTEL",FRANCE,4.930596,46.309253,
15786,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"5 GRANDE RUE",01380,SAINT-ANDRÉ-DE-BÂGÉ,FRANCE,4.912186,46.289433,
15787,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"7 PLACE PUTHOD",01380,BÂGÉ-LE-CHÂTEL,FRANCE,4.930156,46.309202,
15785,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"212 RUE FRANCOIS D’URFE",01380,BÂGÉ-LE-CHÂTEL,FRANCE,4.926542,46.3117,
15789,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"191 ROUTE DE BEREZIAT",01380,BÂGÉ-DOMMARTIN,FRANCE,4.99122,46.338214,
15790,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"78 ROUTE DE LA BOISSE",01390,TRAMOYES,FRANCE,4.966065,45.874505,
15792,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"77 PLACE DE L'EGLISE",01390,SAINT-MARCEL,FRANCE,4.98694,45.9484,
15791,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"114 RUE PRINCIPALE",01390,MIONNAY,FRANCE,4.929615,45.895453,
4556,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"13 ROUTE DE LYON",01390,CIVRIEUX,FRANCE,4.882118,45.921537,
6510,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"LES TAMARIS",01390,"SAINT MARCEL",FRANCE,4.986982,45.951595,
15795,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 PLACE DE LA REPUBLIQUE",01400,CHÂTILLON-SUR-CHALARONNE,FRANCE,4.95638,46.120721,
15797,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"260 RUE DU VILLAGE",01400,SULIGNAT,FRANCE,4.964377,46.176566,
15793,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"72 CHEMIN DE LA GENETTE",01400,L'ABERGEMENT-CLÉMENCIAT,FRANCE,4.93054,46.1515,
2949,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"87 RUE PASTEUR",01400,"CHÂTILLON SUR CHALARONNE",FRANCE,4.955882,46.11976,OK
15796,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"185 GRANDE RUE",01400,NEUVILLE-LES-DAMES,FRANCE,5.003354,46.162132,
15794,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"17 RUE PRESIDENT CARNOT",01400,CHÂTILLON-SUR-CHALARONNE,FRANCE,4.956666,46.11924,
15798,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"1273 ROUTE DE CHEZERY",01410,LÉLEX,FRANCE,5.9287,46.2857,
8337,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"LE VILLAGE",01410,LELEX,FRANCE,5.866353,46.219436,
15799,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"12 PLACE DE LA REPUBLIQUE",01420,SEYSSEL,FRANCE,5.831486,45.958954,
15800,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"370 GRANDE RUE",01420,CORBONOD,FRANCE,5.809742,45.968692,
15801,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"2 RUE DU MOULIN",01430,SAINT-MARTIN-DU-FRÊNE,FRANCE,5.552842,46.142415,
1824,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"67 RUE DE L EGALITE",01430,MAILLAT,FRANCE,5.539234,46.127841,
1061,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"319 RUE PROSPER CONVERT",01440,VIRIAT,FRANCE,5.215413,46.254053,OK
8949,"Cartes et recharges disponibles dans ce point de vente",,"PCS Store",,"22 PLACE BICHAT",01450,PONCIN,FRANCE,5.406877,46.086114,OK
15802,"Recharges PCS disponibles dans ce point de vente",,"PCS Store",,"10 ROUTE DU BERTHIAND",01460,NURIEUX-VOLOGNAT,FRANCE,5.52539,46.186877,
